Brand,Comments,Labels
GulahmedFashion,alwys imprsv,Very Positive
GulahmedFashion,bht zbrdst collection h,Very Positive
GulahmedFashion,nice ,Positive
GulahmedFashion,this dress is not available now,Negative
GulahmedFashion,wao amazing,Very Positive
GulahmedFashion,amazing colourful combination,Very Positive
GulahmedFashion,zabardast collection,Very Positive
GulahmedFashion,why can t i view these pics ,Negative
GulahmedFashion,nice collection ,Positive
GulahmedFashion,wow amazing ,Very Positive
GulahmedFashion,superbbb,Positive
GulahmedFashion,nice beautiful collection ,Positive
GulahmedFashion,beautiful colours,Very Positive
GulahmedFashion,beautiful lovely collection,Very Positive
GulahmedFashion,superrrrb,Positive
GulahmedFashion,superb ,Positive
GulahmedFashion,amazing design,Positive
GulahmedFashion,wow sooo nice,Very Positive
GulahmedFashion,fabulous,Positive
GulahmedFashion,so beautiful ,Positive
GulahmedFashion,happy to see this sindhi collection ,Positive
GulahmedFashion,wow i love to buy this collection,Very Positive
GulahmedFashion,very nice dress s,Positive
GulahmedFashion,behtareen collaction hay,Positive
GulahmedFashion,so nice all disgne,Positive
GulahmedFashion,fantastic,Positive
GulahmedFashion,ideal adias by gul ahmed,Positive
GulahmedFashion,beautiful ,Positive
GulahmedFashion,superb ,Positive
GulahmedFashion,amazing ,Positive
GulahmedFashion,nice too,Positive
GulahmedFashion,kindly check out ur sit can t access,Negative
GulahmedFashion,your site is not opening,Negative
GulahmedFashion,thank you gul ahmad you always very quick and fast i really appreciate your quality and way of packaging to home delivery i have wonderful experience at all ,Very Positive
GulahmedFashion,website nai open ho rahi ,Negative
GulahmedFashion,i like idea,Positive
GulahmedFashion,beautiful ,Positive
GulahmedFashion,so beautiful collection,Very Positive
GulahmedFashion,cute model,Positive
GulahmedFashion,so sweet she is,Positive
GulahmedFashion,zaberdest,Very Positive
GulahmedFashion,best brand in pakistan ,Very Positive
GulahmedFashion,congratulations gul ahmed,Positive
GulahmedFashion,big brand big sale,Positive
GulahmedFashion,gul ahmed fabrek parent paidar hoty han,Positive
GulahmedFashion,beautiful ,Positive
GulahmedFashion,waiting impatiently ,Positive
GulahmedFashion,beautiful collection but where is two piece collection all is piece cillection,Positive
GulahmedFashion,zabardst,Very Positive
GulahmedFashion,love it ,Positive
GulahmedFashion,zaberdast collation,Positive
GulahmedFashion,beautiful collection plz keep prices reasonable ,Positive
GulahmedFashion,love it ,Positive
GulahmedFashion,amazing ,Positive
GulahmedFashion,love it ,Positive
GulahmedFashion,very nice look like a fresh rose,Positive
GulahmedFashion,nice dress pp ,Positive
GulahmedFashion,wow ,Positive
GulahmedFashion,wawww,Positive
GulahmedFashion,super collection,Positive
GulahmedFashion,behtreen,Positive
GulahmedFashion,this is so beautiful the colour is absolutely stunning ,Very Positive
GulahmedFashion,collection ,Positive
GulahmedFashion,just recieved my parcel thank u gul ahmed ,Positive
GulahmedFashion,beautiful dress ,Positive
GulahmedFashion,bht nice,Positive
GulahmedFashion,love ,Positive
GulahmedFashion,havee a nice good day,Positive
GulahmedFashion,this suit is missing,Negative
GulahmedFashion,nice colour and design,Positive
GulahmedFashion,nice dress do u have large size,Positive
GulahmedFashion,nice price plz,Positive
GulahmedFashion,this one isn t available on ur website ,Negative
GulahmedFashion,thank,Positive
GulahmedFashion,my favorite collection,Positive
GulahmedFashion,aala greatest,Very Positive
GulahmedFashion,nice ,Positive
GulahmedFashion,pretty,Positive
GulahmedFashion,gud job,Positive
GulahmedFashion,nice dress all of,Positive
GulahmedFashion,nice dress price,Positive
GulahmedFashion,i always like gul ahmmad dresses and prefer to buy this ,Positive
GulahmedFashion,beautiful dresses ,Positive
GulahmedFashion,nice colour,Positive
GulahmedFashion,beautiful color,Positive
GulahmedFashion,nic,Positive
GulahmedFashion,waoo,Positive
GulahmedFashion,awesome collection,Positive
GulahmedFashion,amazing collection,Very Positive
GulahmedFashion,awesome ,Positive
GulahmedFashion,zaberdest collection,Very Positive
GulahmedFashion,beautiful price please,Very Positive
GulahmedFashion,price m plz these velvet suits plz beautiful all of ,Positive
GulahmedFashion,i won t the black one first dress i couldn t find in website,Negative
GulahmedFashion,comforter price,Positive
GulahmedFashion,aoa sir sir mn ne code order kya tha but parcel koi or bhej dya hamen gulahmad ka name hy its very wrong ,Negative
GulahmedFashion,so so beautiful,Very Positive
GulahmedFashion,gul ahmad is best,Positive
GulahmedFashion,this time v nice collection n specially affordable prices,Very Positive
GulahmedFashion,awsome collection bt prices r too higb ,Positive
GulahmedFashion,good information,Positive
GulahmedFashion,thankful to you very informative show allah give you great health all of you ,Positive
GulahmedFashion,awareness can save many lives ,Positive
GulahmedFashion,highly appreciated gul ahmed for the efforts to awareness coupons,Positive
GulahmedFashion,superb session,Positive
GulahmedFashion,gullahmad ismy favorite,Positive
GulahmedFashion,nice discussion,Positive
GulahmedFashion,good suggestion,Positive
GulahmedFashion,seema proud of u fellow kmc,Positive
GulahmedFashion,ladies good effort,Positive
GulahmedFashion,your show is great,Positive
GulahmedFashion,misbah i agree with you,Positive
GulahmedFashion,ok thanks,Positive
GulahmedFashion,good efforts,Positive
GulahmedFashion,nice discion,Positive
GulahmedFashion,good program,Positive
GulahmedFashion,bht ache information da rhe hn allah apko ajar de,Positive
GulahmedFashion,awaz sahi nai aya rahi,Negative
GulahmedFashion,zabardast ,Positive
GulahmedFashion,awaz nahi hy,Negative
GulahmedFashion,love you good,Positive
GulahmedFashion,this is a good initiative ,Positive
GulahmedFashion,dr rufina iz the best ma sha allah allah ny inky hath main bht shifa di ha,Very Positive
GulahmedFashion,not in rawalpindi and islamabad,Negative
GulahmedFashion,we r with u,Positive
GulahmedFashion,mashaallah piyari ladies,Positive
GulahmedFashion,it s a really good initiative watched the whole program awareness is must,Positive
GulahmedFashion,kindly solve my problem my order was not placed why,Negative
GulahmedFashion,superb as always ,Positive
GulahmedFashion,beautiful ,Positive
GulahmedFashion,i have not received my order even after days,Negative
GulahmedFashion,mera order complete nhi hua i tried many times but address pe ja k ruk jata tha k ziada symbols na dalain i tried every way but nhi hua mukammal ,Negative
GulahmedFashion,velvet ki prices link pe mention nahi hain,Negative
GulahmedFashion,wow price,Positive
GulahmedFashion,beautiful collection bt prices r high,Positive
GulahmedFashion,super ,Positive
GulahmedFashion,we can t find velvet online,Negative
GulahmedFashion,its not showing online,Negative
GulahmedFashion,it is not mention in ur website,Negative
GulahmedFashion,all articles not available,Negative
GulahmedFashion,velet nahe show kr raha to online booking kese kren,Negative
GulahmedFashion,kio company ki reputation kharab ker rahay ho link sub ko day rahay ho but us main yeh article hi nahi,Negative
GulahmedFashion,please update velvet suits their r no velvet suits online ,Negative
GulahmedFashion,wowwwww,Positive
GulahmedFashion,this is not on website,Negative
GulahmedFashion,wow wondering dress,Positive
GulahmedFashion,beautiful dress,Positive
GulahmedFashion,nyc clr,Positive
GulahmedFashion,so beautiful all designs and colors,Very Positive
GulahmedFashion,vibrant colour ,Positive
GulahmedFashion,beautiful collection plz price memtion kr den ,Positive
GulahmedFashion,fantastic collection like always ,Positive
GulahmedFashion,i ordered some clothes before days but not yet reached ,Negative
GulahmedFashion,amazing most beautiful collection,Very Positive
GulahmedFashion,all collection is beautiful ,Positive
GulahmedFashion,nice collection ,Positive
GulahmedFashion,very nice collectoin awsome dress,Very Positive
GulahmedFashion,father is back with collection ,Positive
GulahmedFashion,i placed an order exact week ago and i have had no update on the delivery status,Negative
GulahmedFashion,beautiful collection as always,Positive
GulahmedFashion,maasha allah winter gulahmed k naam tammam ,Positive
GulahmedFashion,hmm in ki delivery ka issue ha,Negative
GulahmedFashion,fatima noor daikh kitni achi collection ha,Very Positive
GulahmedFashion,me too gulahmed collection lover ,Positive
GulahmedFashion,all collection beautiful nice,Very Positive
GulahmedFashion,all collection so beautiful,Very Positive
GulahmedFashion,haseen prints marvelous,Very Positive
GulahmedFashion,masha allah beautiful collection,Very Positive
GulahmedFashion,awsome collection ths time ,Very Positive
GulahmedFashion,beautifull collection ,Positive
GulahmedFashion,beautiful ,Positive
GulahmedFashion,nice dears colare is beautiful ,Very Positive
GulahmedFashion,loving ,Positive
GulahmedFashion,awsome dresses mashaallah ,Very Positive
GulahmedFashion,beautiful dress s,Positive
GulahmedFashion,most beautiful collection,Very Positive
GulahmedFashion,love hai gulahmed url,Positive
GulahmedFashion,blue one nice ,Positive
GulahmedFashion,beautiful collection ,Positive
GulahmedFashion,very nice collection,Very Positive
GulahmedFashion,always awesome,Very Positive
GulahmedFashion,i like this one suit,Positive
GulahmedFashion,its good to remember our own culture,Positive
GulahmedFashion,my oder place not there,Negative
GulahmedFashion,great ,Positive
GulahmedFashion,i have purchased from gul ahmed for about times now within this months and i am very very satisfied with your service for delivery and also the quality of the cloths at first i was so scared to order as i have seen a lot of negative comments on this page regarding the delivery service as i was actually thinking of placing my order to be shipped directly to malaysia but then i decide to get it delivered within pakistan and i have received all my orders within days so for my th order i decide to get it delivered to malaysia and it got delivered within working days so being able to receive my order within this short period of time all the way to malaysia in this pandemic is just amazing therefore i would like to thank the gul ahmed team for doing an amazing job and i would definitely purchase from you guys again thank you ,Very Positive
GulahmedFashion,i got my parcel very beautiful dress as always ,Very Positive
GulahmedFashion,i love ideas fabric ,Positive
GulahmedFashion,hi samiullah khan your order with at gulahmedshop has been successfully confirmed its still pending also one shirt was removed without my approval it been a week till now no call from courier,Negative
GulahmedFashion,i want this dress plz response kar dain messenger py b text kiya but koi replly nai ,Negative
GulahmedFashion,stupid designs not ended by gul ahmad,Negative
GulahmedFashion,i want to order this dress but its not showing online as well as was not available in peshawar outlet,Negative
GulahmedFashion,oh awesome modling girl is sanwali salooniii c mehbooba ,Positive
GulahmedFashion,nice dress i buy ,Positive
GulahmedFashion,beautiful collection ,Positive
GulahmedFashion,ur dresees are superb,Positive
GulahmedFashion,website not working,Negative
GulahmedFashion,very nice price,Very Positive
GulahmedFashion,url these all dresses were awesome ,Positive
GulahmedFashion,looks good,Positive
GulahmedFashion,waoo so beatiful dress,Very Positive
GulahmedFashion,this suit is off white and looks more beautiful in real,Positive
GulahmedFashion,very very nice,Very Positive
GulahmedFashion,masha allha,Positive
GulahmedFashion,url all designs are pretty good n this one is best dress,Negative
GulahmedFashion,very beautiful,Very Positive
GulahmedFashion,url i love all cambric designs bestest,Positive
GulahmedFashion,can t see full image in link,Negative
GulahmedFashion,fabulous collection awesome designers,Very Positive
